Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity
1/1/1900 0:08,1/1/1900 0:08,Mega amerykańskie menu.,Mega American menu.,interest,neutral,mild
1/1/1900 0:08,1/1/1900 0:08,"Powiem szczerze, że jestem trochę zasmucona.","I'll be honest, I'm a little sad.",disappointment,sadness,mild
08:52.4,08:56.9,"Niebezpiecznie, bo moim zdaniem pizza dla 150 osób to jest niemożliwe.","Dangerous, because in my opinion pizza for 150 people is impossible.",doubt,fear,moderate
08:56.9,08:58.9,"Pizze nie wyobrażam, to jest niemożliwe.","I can't imagine pizza, it's impossible.",incredulity,surprise,moderate
08:58.9,09:00.9,Ile pizze ma na 150 dzieci?,How many pizzas are there for 150 children?,curiosity,neutral,neutral
09:01.8,09:04.3,"Krzysiek, jesteś kapitan, ty masz kierować to, nie ja.","Krzysiek, you are the captain, you are supposed to lead this, not me.",resignation,sadness,mild
09:04.3,09:08.2,"Myślałem, chłopie, idź mi stąd, daj mi pracować, tak?","I thought, man, get out of here, let me work, right?",irritation,anger,moderate
09:08.2,09:10.7,"Ale szybszej, co ty mi robisz, kolego?","But faster, what are you doing to me, buddy?",impatience,anger,mild
09:11.5,09:12.9,Jak postawisz ten ser?,How will you place that cheese?,curiosity,neutral,mild
09:13.5,09:17.9,"Dzieci, dzieci, dzieci, a za dziećmi jeszcze stały dzieci.","Children, children, children, and behind the children there were still more children standing.",overwhelm,surprise,intense
09:22.5,09:23.5,Jak to idzie?,How is it going?,curiosity,neutral,neutral
09:24.5,09:27.5,"Ja cały czas kontroluję, jak jest na wszystkich stanowiskach",I am constantly monitoring how things are at all the stations,vigilance,neutral,mild
09:27.5,09:30.5,"no i pomagam te nieszczęsne naleśniki, żeby z nich wybrnąć.","so I'm helping with these unfortunate pancakes, just to get out of it.",resignation,sadness,mild
09:30.5,09:31.5,"Jakie nieszczęsne, o czym ty mówisz?","What unfortunate things, what are you talking about?",confusion,surprise,mild
09:31.5,09:32.5,Ale będzie zaraz dobrze.,But it will be fine soon.,reassurance,happiness,mild
09:32.5,09:35.5,"Pierwszych mi się nie udało, natomiast nie jest to nic strasznego,","I didn't succeed with the first ones, but it's nothing terrible,",acceptance,neutral,mild
09:35.5,09:37.5,bo ja jestem człowiekiem.,because I am a human being.,assertion,neutral,neutral
09:37.5,09:40.5,"Zresztą zasada też jest taka, która mówi, że zawsze pierwszy idzie","Anyway, the rule is also that the first one always goes",assertion,neutral,neutral
09:40.5,09:42.5,"do zjedzenia na szybko, tak?","to eat quickly, right?",curiosity,neutral,mild
09:42.5,09:43.5,"Ilesiek, co to jest?","Ilesiek, what is this?",curiosity,neutral,mild
09:43.5,09:44.5,To jest niespodzianka.,This is a surprise.,unexpectedness,surprise,moderate
09:44.5,09:46.5,"Ale powiedz mi, jaka niespodzianka?","But tell me, what surprise?",curiosity,surprise,mild
09:46.5,09:48.5,To jak będzie niespodzianka?,So will there be a surprise?,curiosity,surprise,mild
09:48.5,09:49.5,"Powiedz mi, co to jest?","Tell me, what is this?",curiosity,neutral,mild
09:49.7,09:50.7,To ma być beza na początku.,This is supposed to be meringue at the beginning.,expectation,neutral,neutral
09:52.7,09:53.7,Beza?,Beza?,curiosity,neutral,mild
09:53.7,09:54.7,"Podnosimy poprzeczkę, tak.","We are raising the bar, yes.",determination,happiness,moderate
09:54.7,09:56.7,"Słuchajcie, wysoka poczewka, wysoka.","Listen, high expectation, high.",expectation,neutral,mild
09:56.7,09:57.7,Wysoka.,High.,neutrality,neutral,neutral
09:57.7,09:58.7,Tam przygotuję się.,I will get ready there.,preparation,neutral,neutral
09:58.7,09:59.7,Dwie i pół godziny.,Two and a half hours.,impatience,anger,mild
09:59.7,10:02.7,"Leszku, wracaj na ziemi, wracaj na ziemi, Leszku.","Leszek, come back to earth, come back to earth, Leszek.",concern,fear,moderate
10:02.7,10:03.7,Wracam do pracy.,I'm going back to work.,resignation,neutral,neutral
10:03.7,10:04.7,Wracaj.,Come back.,command,neutral,neutral
10:07.7,10:09.7,"Lub dwa razy po trzy kilo, to idziemy z ogromnym zapasem ciasta,","Or two times three kilos, so we're going with a huge supply of cake,",assurance,neutral,mild
10:09.7,10:12.7,"ale wolę z ogromnym zapasem, niż ma zabraknąć, tak?","but I prefer to have a huge surplus, rather than run out, right?",prudence,fear,mild
10:12.7,10:15.7,"Sam się zgłosiłem do wyrabiania ciasta,","I volunteered myself to knead the dough,",willingness,happiness,mild
10:15.9,10:18.9,"gdyż wiedziałem, że mi najbardziej starczy siły",because I knew that I would have the most strength,confidence,happiness,mild
10:18.9,10:21.9,na wyrobienie dziesięciu kilo mąki.,to knead ten kilos of flour.,determination,neutral,neutral
10:26.9,10:28.9,"Tu jeszcze musi ze szklana wody wejść, tak?","Here, someone still has to come in with a glass of water, right?",expectation,neutral,mild
10:28.9,10:31.9,"To jest typowy pieróg, a to ma być dwa razy lżejszy.","This is a typical dumpling, and this one is supposed to be twice as light.",expectation,neutral,mild
10:33.9,10:34.9,Synu.,Son.,affection,happiness,mild
10:34.9,10:35.9,"Tak, matko?","Yes, mother?",readiness,neutral,neutral
10:35.9,10:36.9,Popraw się.,Improve yourself.,criticism,anger,mild
10:36.9,10:37.9,Poprawię.,I will correct it.,determination,neutral,mild
10:39.9,10:41.9,"Zostawiam, niech się trochę przeżyje.","I leave it, let it be experienced a little.",resignation,sadness,mild
10:42.0,10:43.0,Co się ma przeżyć?,What is meant to be experienced?,curiosity,neutral,neutral
10:43.0,10:47.0,"Drożdże popracować, żeby tylko podjadły sobie.","Let the yeast work, just so they nibble a little.",anticipation,neutral,mild
10:47.0,10:48.0,To ma...,It has...,uncertainty,neutral,neutral
10:48.0,10:49.0,"O, przepraszam.","Oh, I'm sorry.",regret,sadness,mild
10:49.0,10:50.0,To ma urosnąć?,Is this supposed to grow?,doubt,surprise,mild
10:50.0,10:51.0,Tak.,Yes.,acceptance,neutral,neutral
10:53.0,10:54.0,"Maria, co robisz?","Maria, what are you doing?",curiosity,neutral,mild
10:54.0,10:55.0,Ubijam białka.,I'm beating egg whites.,focus,neutral,neutral
10:55.0,10:58.0,"Do ciasta, do ciasta, do brownies.","For cake, for cake, for brownies.",enthusiasm,happiness,mild
10:58.0,11:00.0,To jest uśmiech murzynka.,This is the smile of a black boy.,affection,happiness,mild
11:00.0,11:02.0,Uśmiech murzynka.,Smile of a black boy.,warmth,happiness,mild
11:02.0,11:04.0,Rozweseli dzisiaj dzieci.,He will cheer up the children today.,cheerfulness,happiness,mild
11:04.0,11:05.0,I wygramy.,And we will win.,confidence,happiness,moderate
11:05.2,11:07.2,Minęło 45 minut.,45 minutes have passed.,impatience,anger,mild
11:07.2,11:08.2,Cieszycie się?,Are you happy?,curiosity,neutral,neutral
11:08.2,11:09.2,Nie słyszę?,I can't hear?,confusion,surprise,mild
11:09.2,11:10.2,Tak!,Yes!,agreement,happiness,mild
11:10.2,11:11.2,Dobrze.,Okay.,acceptance,neutral,neutral
11:11.2,11:12.2,Do roboty!,Get to work!,impatience,anger,moderate
11:18.2,11:19.2,Wszystkie?,All of them?,curiosity,surprise,mild
11:19.2,11:20.2,Wszystkie?,All of them?,doubt,surprise,mild
11:20.2,11:21.2,Tak.,Yes.,acceptance,neutral,neutral
11:21.2,11:22.2,Każdą peseczkę?,Every little piece?,curiosity,surprise,mild
11:22.2,11:23.2,Na pół.,In half.,indifference,neutral,neutral
11:23.2,11:24.2,Daj na pół.,Split it in half.,request,neutral,neutral
11:24.2,11:25.2,"No, daj.","Come on, give it.",impatience,anger,mild
11:26.2,11:27.2,Dobra.,Okay.,acceptance,neutral,neutral
11:27.2,11:29.2,"Przemknęła mi myśl, czy to jest dobrze, że ja...","A thought crossed my mind, is it good that I...",doubt,fear,mild
11:29.2,11:30.2,"Nie, nie, nie.","No, no, no.",rejection,anger,moderate
11:30.2,11:31.2,"Nie, nie, nie.","No, no, no.",rejection,anger,moderate
11:31.2,11:32.2,"Nie, nie, nie.","No, no, no.",rejection,anger,moderate
11:32.2,11:33.2,"Nie, nie, nie.","No, no, no.",rejection,anger,moderate
11:33.2,11:34.2,"Nie, nie, nie.","No, no, no.",rejection,anger,moderate
11:34.3,11:37.3,"Czy to jest dobrze, że ja tracę tyle czasu, żeby obrać warzywa,","Is it good that I waste so much time peeling vegetables,",doubt,sadness,mild
11:37.3,11:39.3,"ale potem sobie myślę, hmm...","but then I think to myself, hmm...",contemplation,neutral,mild
11:39.3,11:43.3,"Dziecko potrafi wydłubać z sosiku kawałeczek skórki,","A child can pick out a piece of skin from the sauce,",admiration,happiness,mild
11:43.3,11:45.3,"kawałeczek ziarenka i powiedzieć,","a little piece of grain and to say,",curiosity,neutral,neutral
11:45.3,11:47.3,"ble, nie, jem niedobre, fuj.","yuck, no, I eat something bad, ew.",aversion,disgust,moderate
11:47.3,11:48.3,Ładne jest.,It is nice.,appreciation,happiness,mild
11:48.3,11:50.3,Ja też się już trochę nauczyłam.,I have also learned a bit already.,pride,happiness,mild
11:53.3,11:54.3,A ile już wam brakuje naleśników?,And how many pancakes are you missing already?,curiosity,neutral,mild
11:54.3,11:57.3,"16, 17, 18, 15, 20, 21.","16, 17, 18, 15, 20, 21.",neutrality,neutral,neutral
11:57.3,11:58.3,Dobra.,Okay.,acceptance,neutral,neutral
11:59.3,12:02.3,"Tu jeszcze 20, a ponad 20 muszę usmażyć.","Here are 20 more, and I have to fry over 20.",resignation,neutral,mild
12:02.5,12:04.5,Żeby nie zabyła głodu dla żadnego dziecka.,So that no child would ever know hunger.,compassion,sadness,moderate
12:04.5,12:06.5,Zrobię trochę więcej dla głodoworów.,I will do a little more for the hungry ones.,compassion,happiness,mild
12:11.5,12:14.5,"Krzysiek, kapitan czerwonych, jest informatykiem.","Krzysiek, the captain of the reds, is an IT specialist.",objectivity,neutral,neutral
12:14.5,12:16.5,Teraz musi być szefem kuchni.,Now he has to be the chef.,expectation,neutral,neutral
12:16.5,12:17.5,"Dobra, piekarnik.","Alright, oven.",acceptance,neutral,neutral
12:17.5,12:21.5,"Wschodzi skórka, wyjmujesz, jesz co dalej, tak?","The crust rises, you take it out, you eat, what next, right?",curiosity,neutral,mild
12:23.5,12:24.5,"Krzysiek, jak idzie?","Krzysiek, how's it going?",curiosity,neutral,neutral
12:24.5,12:27.5,"Kompocik, myślę, że za jakieś 15-20 minut skończy.","Kompocik, I think it will be done in about 15-20 minutes.",expectation,neutral,neutral
12:27.5,12:30.5,"Sos do pizzy mamy już cały, w tym momencie się smaży.","We already have all the pizza sauce, it's frying at this moment.",contentment,happiness,mild
12:30.5,12:31.5,I wyrobi się się?,And will he manage?,uncertainty,fear,mild
12:31.7,12:32.7,Nie ma problemu.,No problem.,acceptance,neutral,neutral
12:32.7,12:33.7,Ciasto idzie do pieca?,Is the cake going into the oven?,curiosity,neutral,mild
12:33.7,12:35.7,Mamy wszystkie elementy składowe.,We have all the components.,satisfaction,happiness,mild
12:36.7,12:38.7,"Ale Krzysiek, wszystko zostało do zrobienia.","But Krzysiek, everything still needs to be done.",resignation,sadness,moderate
12:38.7,12:40.7,"Musisz teraz zaczynać, dasz do pieca.","You have to start now, you'll give it your all.",determination,happiness,moderate
12:40.7,12:42.7,Nie można czekać na ostatniego minuta.,You can't wait until the last minute.,urgency,fear,moderate
12:42.7,12:43.7,Wszystko 150.,Everything 150.,indifference,neutral,neutral
12:43.7,12:46.7,"Krzysiek, jesteś kapitan, ty masz kierować to, nie ja.","Krzysiek, you are the captain, you are supposed to lead this, not me.",resignation,sadness,mild
12:46.7,12:47.7,Dobrze?,Good?,uncertainty,neutral,mild
12:47.7,12:48.7,Oczywiście.,Of course.,agreement,neutral,neutral
12:48.7,12:49.7,Okej.,Okay.,acceptance,neutral,neutral
12:49.7,12:50.7,"Piana, ciasto do pieca.","Foam, dough to the oven.",anticipation,neutral,neutral
12:50.7,12:51.7,"Jedzie, jedzie, jedzie.","He/she/it is going, going, going.",anticipation,neutral,mild
12:51.7,12:52.7,"Nareszcie, nareszcie.","Finally, finally.",relief,happiness,moderate
12:52.7,12:53.7,"Jest szef, jest szef.","There is the boss, there is the boss.",acknowledgment,neutral,neutral
12:53.7,12:54.7,Dzięki szefie.,Thanks boss.,gratitude,happiness,mild
12:56.7,12:57.7,Puszczą gotowe?,Will they play the finished one?,curiosity,neutral,mild
12:57.7,12:58.7,Tak.,Yes.,acceptance,neutral,neutral
12:58.8,13:01.8,"Uwaga, każdy degustuje nuggetsy, szybciutko.","Attention, everyone is tasting the nuggets, quickly.",urgency,surprise,moderate
13:01.8,13:03.8,Dla mnie są zajebiste.,"For me, they are awesome.",admiration,happiness,moderate
13:03.8,13:04.8,Spróbujcie.,Try it.,encouragement,neutral,mild
13:04.8,13:07.8,"Ale takie będą w tym, my wyjmiemy z frytury, spokojnie.","But that's how they will be in this, we'll take them out of the fryer, don't worry.",reassurance,happiness,mild
13:07.8,13:09.8,"Wszyscy mi się słuchali, nie ze względu na wiek,","Everyone listened to me, not because of my age,",pride,happiness,mild
13:09.8,13:13.8,"tylko ze względu na to, że byłem ich szefem w tej momencie.",only because I was their boss at that moment.,resignation,neutral,mild
13:13.8,13:14.8,Czy słuchacie się szefa?,Do you listen to the boss?,curiosity,neutral,neutral
13:14.8,13:15.8,Tak.,Yes.,acceptance,neutral,neutral
13:15.8,13:16.8,Jakie pytanie.,What question.,confusion,surprise,mild
13:17.8,13:19.8,"Fajnie mieć taki zespół potem w kuchni,","It's nice to have such a team later in the kitchen,",appreciation,happiness,mild
13:19.8,13:23.8,gotując już naprawdę w restauracji czy gdziekolwiek.,cooking for real in a restaurant or anywhere.,reflection,neutral,neutral
13:24.0,13:25.0,"Myślisz, że czerwoni są lepsi?",Do you think the reds are better?,curiosity,neutral,mild
13:25.0,13:28.0,"Ja się obawiam, że jeszcze ciasto do pizza jest w trakcie zrobienia.",I'm afraid that the pizza dough is still in the process of being made.,worry,fear,mild
13:28.0,13:31.0,"Paweł od godzina ma mozzarella w maszyny,","Paweł has had mozzarella in the machine for an hour,",impatience,anger,mild
13:31.0,13:33.0,które mieli od godziny.,which they had for an hour.,boredom,neutral,neutral
13:35.0,13:37.0,Ja jestem przy fabryce sera po prostu teraz.,I am just at the cheese factory right now.,calm,neutral,neutral
13:37.0,13:40.0,"Mamy tego sera tyle, ale potrzeba go tyle dla dzieciaków na pizzę,","We have so much of this cheese, but we need this much for the kids' pizza,",concern,fear,mild
13:40.0,13:43.0,bo pizza bez sera jest jak żołnierz bez karabinu.,because pizza without cheese is like a soldier without a rifle.,disappointment,sadness,mild
13:43.0,13:45.0,"Paweł, ile czasu potrzebujesz do końca sera?","Paweł, how much time do you need to finish the cheese?",curiosity,neutral,neutral
13:45.0,13:46.0,Pół godziny.,Half an hour.,expectation,neutral,neutral
13:46.0,13:47.0,Pół godziny?,Half an hour?,curiosity,surprise,mild
13:47.0,13:48.0,Pół godziny.,Half an hour.,neutrality,neutral,neutral
13:48.0,13:49.0,Pół godziny.,Half an hour.,neutrality,neutral,neutral
13:49.0,13:50.0,Pół godziny.,Half an hour.,neutrality,neutral,neutral
13:50.0,13:51.0,Pół godziny.,Half an hour.,neutrality,neutral,neutral
13:51.1,13:53.1,"Paweł, ile czasu potrzebujesz do końca sera?","Paweł, how much time do you need to finish the cheese?",curiosity,neutral,neutral
13:53.1,13:54.1,Pół godziny.,Half an hour.,expectation,neutral,neutral
13:54.1,13:55.1,Masz 20 minut.,You have 20 minutes.,pressure,fear,mild
13:56.1,13:57.1,Okej.,Okay.,acceptance,neutral,neutral
13:57.1,13:58.1,To tyle potrzebuję.,That's all I need.,contentment,happiness,mild
13:58.1,13:59.1,Dzięki.,Thanks.,gratitude,happiness,mild
13:59.1,14:02.1,"Za każdym razem jak wykonałem zadanie zgłaszałem się do Krzyśka,","Every time I completed a task, I reported to Krzysiek,",diligence,neutral,mild
14:02.1,14:03.1,tak jak ustaliliśmy.,as we agreed.,agreement,neutral,neutral
14:04.1,14:06.1,"On mówił okej, to teraz zrób to.","He said okay, now do it.",compliance,neutral,neutral
14:06.1,14:08.1,"Paweł, jesteś własnością Marii, pomóż mi z tym.","Paweł, you are Maria's property, help me with this.",submission,neutral,mild
14:09.1,14:11.1,"Czułem się może trochę jak kuchcik,","I felt maybe a bit like a kitchen helper,",self-deprecation,sadness,mild
14:11.1,14:13.1,"ale wiedziałem, że taka osoba jest niezbędna",but I knew that such a person is indispensable,certainty,neutral,mild
14:13.1,14:15.1,"po to, żeby zadanie zostało wykonane.",so that the task gets done.,determination,neutral,neutral
14:21.1,14:22.1,Chodź.,Come.,invitation,neutral,neutral
14:24.1,14:25.1,Paweł.,Paweł.,neutrality,neutral,neutral
14:25.1,14:28.1,"Paweł, prosiłbym Cię o smarowanie już tych blatów","Paweł, I would ask you to start greasing those countertops now",request,neutral,neutral
14:28.1,14:30.1,"i nakładanie sera, dziękuję.","and putting on cheese, thank you.",gratitude,happiness,mild
14:32.1,14:34.1,"To wkładamy już pizzę, pieczemy i następnie...","Now we put the pizza in, bake it, and then...",anticipation,neutral,mild
14:34.1,14:36.1,Tam pod wianą masz sos.,There under the wreath you have sauce.,calm,neutral,neutral
14:37.1,14:39.1,A w Kanadzie macie keczup?,"And in Canada, do you have ketchup?",curiosity,neutral,mild
14:40.1,14:41.1,Tak.,Yes.,acceptance,neutral,neutral
14:41.1,14:42.1,A spróbowałeś ten?,And did you try this one?,curiosity,neutral,mild
14:43.1,14:44.1,Tak.,Yes.,acceptance,neutral,neutral
14:44.1,14:45.1,I?,I?,confusion,surprise,mild
14:45.1,14:47.1,"No, muszę dostosować go do dzieci.","No, I have to adapt it for children.",responsibility,neutral,neutral
14:48.1,14:50.1,"Ale dzieci lubią keczup, keczup.","But children like ketchup, ketchup.",fondness,happiness,mild
14:50.3,14:52.3,"O smaku keczupu, a nie przecieru.","With the taste of ketchup, not puree.",preference,neutral,neutral
14:53.3,14:54.3,Czarli to doświadczony tata.,Czarli is an experienced dad.,pride,happiness,mild
14:54.3,14:56.3,"Wie, co dzieci lubią.",He/she knows what children like.,confidence,neutral,neutral
14:58.3,15:00.3,Nie wykorzystaliśmy tej wskazówki.,We didn't use this clue.,regret,sadness,mild
15:00.3,15:03.3,"Nie wiem w tej chwili, czy to dobrze, czy to źle.",I don't know right now if it's good or bad.,uncertainty,neutral,mild
15:03.3,15:04.3,To się okaże.,We'll see.,uncertainty,neutral,neutral
15:06.3,15:08.3,"Spokojnie, nie mamy źle, tak?","Calm down, we don't have it bad, right?",reassurance,happiness,mild
15:09.3,15:11.3,"Mamy obsuwę, ale jest dobrze.","We have a delay, but it's okay.",reassurance,happiness,mild
15:13.3,15:16.3,"Ludzie, słuchajcie, nie nakładamy tak ciasta.","People, listen, we don't put the dough on like that.",impatience,anger,mild
15:16.3,15:17.3,Co to jest?,What is this?,curiosity,neutral,neutral
15:17.3,15:19.3,To jest ciasto jeszcze raz do zrobienia.,This is a cake to be made again.,resignation,neutral,neutral
15:20.3,15:21.3,Dobra.,Okay.,acceptance,neutral,neutral
15:22.3,15:25.3,Minęło już godzinę i piętnaście minut.,An hour and fifteen minutes have already passed.,impatience,anger,mild
15:25.3,15:26.3,Pół metra.,Half a meter.,neutrality,neutral,neutral
15:27.3,15:28.3,Słyszycie?,Do you hear?,curiosity,neutral,mild
15:28.3,15:29.3,Jest pół metra?,Is it half a meter?,uncertainty,neutral,neutral
15:29.3,15:30.3,"Pół metra, tak.","Half a meter, yes.",acceptance,neutral,neutral
15:32.3,15:34.3,A ja zaczynam się martwić.,And I'm starting to worry.,worry,fear,mild
15:34.3,15:36.3,"Jak skończymy z mięsem, zawijamy naleśniki.","When we finish with the meat, we wrap the pancakes.",anticipation,neutral,mild
15:36.3,15:37.3,Kto żyw?,Who is alive?,curiosity,surprise,mild
15:37.3,15:42.3,"Dla mnie u niebieskich jest dobre to, że już coś usmażyli.","For me, what's good about the blue team is that they've already fried something.",appreciation,happiness,mild
15:43.3,15:44.3,"Tak, to prawda.","Yes, that's true.",acceptance,neutral,neutral
15:45.3,15:49.3,"Czarli, stajesz tu, ja ci podaję, a ty zwijasz i odkrabasz, dobrze?","Czarli, you stand here, I hand it to you, and you roll it up and scrape it off, okay?",instruction,neutral,neutral
15:49.5,15:50.5,Dobra.,Okay.,acceptance,neutral,neutral
15:51.5,15:54.5,"Ruchaj teraz, trzeba się ruszać tam.","Move now, we need to move there.",urgency,fear,moderate
15:58.5,16:02.5,"Czy jesteś przekonany, że się wyrobisz, czy masz wątpliwości?","Are you convinced that you will make it, or do you have doubts?",uncertainty,fear,moderate
16:02.5,16:03.5,Uczciwie powiedz.,Say it honestly.,expectation,neutral,mild
16:03.5,16:05.5,"Mam lekkie wątpliwości, ale staramy się, żeby było dobrze.","I have slight doubts, but we are trying to make it right.",uncertainty,fear,mild
16:05.5,16:07.5,Co najbardziej ci martwi teraz?,What worries you the most right now?,concern,fear,mild
16:07.5,16:08.5,Ciasto.,Cake.,neutrality,neutral,neutral
16:08.5,16:11.5,"Michel zauważył, że mamy troszeczkę spowolnione tempo.",Michel noticed that we have a slightly slowed pace.,observation,neutral,neutral
16:11.5,16:14.5,"Ty widzisz tę pizzę w piecu za dwie minuty, zgadza się?","You see that pizza in the oven in two minutes, right?",expectation,neutral,mild
16:14.5,16:15.5,"Tak, szef.","Yes, boss.",compliance,neutral,neutral
16:15.5,16:17.5,"Muszą być w piecu, dlatego że nie się wyrobisz.","They have to be in the oven, because otherwise you won't make it in time.",pressure,fear,moderate
16:17.6,16:19.6,"Ciasto ma być w piecu, teraz.","The cake is supposed to be in the oven, now.",impatience,anger,moderate
16:19.6,16:22.6,"Myślałem, chłopie, idź mi stąd, daj mi pracować, tak?","I thought, man, get out of here, let me work, right?",irritation,anger,moderate
16:23.6,16:26.6,"Daniel, Paweł, wałkować ciasto na pizzę.","Daniel, Paweł, roll out the pizza dough.",instruction,neutral,neutral
16:26.6,16:29.6,"I do piecu mają być pizze, tutaj są ciastka, dobra?","And pizzas are supposed to go in the oven, here are cookies, okay?",confusion,surprise,mild
16:29.6,16:30.6,"Tak, tak, szef.","Yes, yes, boss.",compliance,neutral,neutral
16:32.6,16:36.6,"Michel miał rację, dlatego że nie zdawaliśmy sobie sprawy z tego,","Michel was right, because we were not aware of it,",realization,neutral,mild
